,occ_code,occ_title,o_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse
1237,51-9194,Etchers and Engravers,detailed,9490.0,7.4,16.94,35230.0,2.1
1238,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,41660.0,3.1,17.97,37370.0,0.8
1239,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,99890.0,2.5,19.94,41480.0,0.9
1240,51-9197,Tire Builders,detailed,18820.0,6.3,22.11,45980.0,1.9
1241,51-9198,Helpers--Production Workers,detailed,239340.0,1.7,15.39,32000.0,0.4
1242,51-9199,"Production Workers, All Other",detailed,194360.0,2.1,17.13,35620.0,0.6
1243,53-0000,Transportation and Material Moving Occupations,major,12163360.0,0.3,19.08,39680.0,0.3
1244,53-1000,Supervisors of Transportation and Material Moving Workers,minor,487450.0,0.6,28.04,58330.0,0.2
1245,53-1040,First-Line Supervisors of Transportation and Material Moving Workers,broad,487450.0,0.6,28.04,58330.0,0.2
1246,53-1041,Aircraft Cargo Handling Supervisors,detailed,10020.0,6.9,28.66,59620.0,1.7
1247,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,477430.0,0.6,28.03,58300.0,0.2
1252,53-2020,Air Traffic Controllers and Airfield Operations Specialists,broad,32780.0,1.2,50.54,105120.0,1.9
1253,53-2021,Air Traffic Controllers,detailed,22190.0,0.9,61.27,127440.0,0.6
1254,53-2022,Airfield Operations Specialists,detailed,10590.0,3.0,28.06,58360.0,3.3
1257,53-3000,Motor Vehicle Operators,minor,3976410.0,0.5,20.56,42770.0,0.2
1258,53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",broad,14120.0,4.8,14.76,30700.0,1.9
1259,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,14120.0,4.8,14.76,30700.0,1.9
1260,53-3030,Driver/Sales Workers and Truck Drivers,broad,3148070.0,0.5,21.25,44200.0,0.2
1261,53-3031,Driver/Sales Workers,detailed,420890.0,2.2,15.32,31870.0,0.6
1262,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,1797710.0,0.7,23.42,48710.0,0.2
1263,53-3033,Light Truck Drivers,detailed,929470.0,0.9,19.74,41050.0,0.4
1264,53-3050,Passenger Vehicle Drivers,broad,762820.0,1.3,17.93,37300.0,0.7
1265,53-3052,"Bus Drivers, Transit and Intercity",detailed,162850.0,2.7,23.13,48110.0,2.0
1266,53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",detailed,599980.0,1.5,16.52,34360.0,0.5
1267,53-3090,Miscellaneous Motor Vehicle Operators,broad,51390.0,3.5,19.33,40200.0,1.5
1268,53-3099,"Motor Vehicle Operators, All Other",detailed,51390.0,3.5,19.33,40200.0,1.5
1269,53-4000,Rail Transportation Workers,minor,114040.0,6.1,31.42,65360.0,0.9
1270,53-4010,Locomotive Engineers and Operators,broad,41690.0,7.3,33.15,68960.0,1.5
1271,53-4011,Locomotive Engineers,detailed,37110.0,8.2,33.97,70660.0,1.5
1272,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detailed,4580.0,10.9,26.54,55200.0,1.8
1273,53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",broad,14630.0,10.9,26.87,55890.0,1.6
1274,53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",detailed,14630.0,10.9,26.87,55890.0,1.6
1275,53-4030,Railroad Conductors and Yardmasters,broad,44920.0,7.1,31.46,65440.0,1.0
1276,53-4031,Railroad Conductors and Yardmasters,detailed,44920.0,7.1,31.46,65440.0,1.0
1277,53-4040,Subway and Streetcar Operators,broad,11250.0,6.8,31.48,65480.0,4.5
1278,53-4041,Subway and Streetcar Operators,detailed,11250.0,6.8,31.48,65480.0,4.5
1279,53-4090,Miscellaneous Rail Transportation Workers,broad,1540.0,14.5,26.28,54670.0,3.2
1280,53-4099,"Rail Transportation Workers, All Other",detailed,1540.0,14.5,26.28,54670.0,3.2
1281,53-5000,Water Transportation Workers,minor,63020.0,3.4,35.35,73530.0,4.0
1282,53-5010,Sailors and Marine Oilers,broad,25570.0,4.0,26.77,55680.0,9.3
1283,53-5011,Sailors and Marine Oilers,detailed,25570.0,4.0,26.77,55680.0,9.3
1284,53-5020,Ship and Boat Captains and Operators,broad,29980.0,3.9,41.76,86860.0,2.7
1285,53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,27590.0,3.9,43.14,89740.0,2.8
1286,53-5022,Motorboat Operators,detailed,2380.0,18.5,25.72,53500.0,2.6
1287,53-5030,Ship Engineers,broad,7480.0,6.0,38.99,81110.0,1.4
1288,53-5031,Ship Engineers,detailed,7480.0,6.0,38.99,81110.0,1.4
1289,53-6000,Other Transportation Workers,minor,330830.0,1.6,16.81,34970.0,1.2
1290,53-6010,Bridge and Lock Tenders,broad,3080.0,2.7,23.85,49610.0,1.0
1291,53-6011,Bridge and Lock Tenders,detailed,3080.0,2.7,23.85,49610.0,1.0
1292,53-6020,Parking Attendants,broad,123790.0,2.8,13.42,27910.0,0.6
1293,53-6021,Parking Attendants,detailed,123790.0,2.8,13.42,27910.0,0.6
1294,53-6031,Automotive and Watercraft Service Attendants,detailed,112750.0,2.2,13.53,28150.0,0.4
1295,53-6040,Traffic Technicians,broad,7430.0,3.2,25.55,53140.0,1.7
1296,53-6041,Traffic Technicians,detailed,7430.0,3.2,25.55,53140.0,1.7
1297,53-6050,Transportation Inspectors,broad,27360.0,3.6,39.1,81320.0,1.3
1298,53-6051,Transportation Inspectors,detailed,27360.0,3.6,39.1,81320.0,1.3
1299,53-6060,Passenger Attendants,broad,22990.0,10.6,14.62,30410.0,2.2
1300,53-6061,Passenger Attendants,detailed,22990.0,10.6,14.62,30410.0,2.2
1301,53-6098,"Aircraft Service Attendants and Transportation Workers, All Other",detailed,33430.0,4.3,21.12,43920.0,3.7
1302,53-7000,Material Moving Workers,minor,6921900.0,0.4,16.0,33290.0,0.2
1303,53-7010,Conveyor Operators and Tenders,broad,23160.0,4.1,18.05,37540.0,1.0
1304,53-7011,Conveyor Operators and Tenders,detailed,23160.0,4.1,18.05,37540.0,1.0
1305,53-7020,Crane and Tower Operators,broad,44060.0,3.3,30.77,64010.0,1.9
1306,53-7021,Crane and Tower Operators,detailed,44060.0,3.3,30.77,64010.0,1.9
1307,53-7030,Dredge Operators,broad,1750.0,12.5,25.86,53790.0,3.0
1308,53-7031,Dredge Operators,detailed,1750.0,12.5,25.86,53790.0,3.0
1309,53-7040,Hoist and Winch Operators,broad,4460.0,7.2,30.16,62730.0,3.0
1310,53-7041,Hoist and Winch Operators,detailed,4460.0,7.2,30.16,62730.0,3.0
1311,53-7050,Industrial Truck and Tractor Operators,broad,640950.0,1.2,18.85,39210.0,0.3
1312,53-7051,Industrial Truck and Tractor Operators,detailed,640950.0,1.2,18.85,39210.0,0.3
1313,53-7060,Laborers and Material Movers,broad,6021330.0,0.4,15.4,32040.0,0.2
1314,53-7061,Cleaners of Vehicles and Equipment,detailed,341660.0,1.2,14.14,29400.0,0.6
1315,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,2805200.0,0.7,16.21,33710.0,0.2
1316,53-7063,Machine Feeders and Offbearers,detailed,64240.0,3.9,16.57,34470.0,0.7
1317,53-7064,"Packers and Packagers, Hand",detailed,599270.0,1.6,14.07,29270.0,0.5
1318,53-7065,Stockers and Order Fillers,detailed,2210960.0,0.8,14.91,31010.0,0.2
1319,53-7070,Pumping Station Operators,broad,26430.0,3.9,27.65,57500.0,1.3
1320,53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,3800.0,7.6,30.66,63770.0,2.0
1321,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,10580.0,6.4,24.92,51830.0,2.5
1322,53-7073,Wellhead Pumpers,detailed,12050.0,5.9,29.09,60500.0,1.4
1323,53-7080,Refuse and Recyclable Material Collectors,broad,120850.0,1.8,20.49,42620.0,1.2
1324,53-7081,Refuse and Recyclable Material Collectors,detailed,120850.0,1.8,20.49,42620.0,1.2
1325,53-7120,"Tank Car, Truck, and Ship Loaders",broad,12610.0,9.0,24.36,50670.0,2.2
1326,53-7121,"Tank Car, Truck, and Ship Loaders",detailed,12610.0,9.0,24.36,50670.0,2.2
1327,53-7190,Miscellaneous Material Moving Workers,broad,26300.0,4.6,18.16,37770.0,1.5
1328,53-7199,"Material Moving Workers, All Other",detailed,26300.0,4.6,18.16,37770.0,1.5
