,occ_code,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90
182,17-2080,Environmental Engineers,broad,53070,1.8,44.54,92640.0,0.7,25.57,32.02,42.13,53.95,65.91,53180,66590,87620,112230,137090
183,17-2081,Environmental Engineers,detailed,53070,1.8,44.54,92640.0,0.7,25.57,32.02,42.13,53.95,65.91,53180,66590,87620,112230,137090
184,17-2110,"Industrial Engineers, Including Health and Safety",broad,305780,1.2,44.14,91800.0,0.3,27,33.43,41.92,52.54,64.01,56160,69520,87180,109280,133130
185,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,26230,1.9,45.01,93630.0,0.7,25.56,32.41,42.85,55.87,68.74,53170,67420,89130,116220,142970
186,17-2112,Industrial Engineers,detailed,279550,1.3,44.05,91630.0,0.4,27.15,33.5,41.84,52.19,63.63,56470,69690,87040,108560,132340
187,17-2120,Marine Engineers and Naval Architects,broad,11350,6.4,47.58,98970.0,1.5,31.3,35.9,44.5,57.2,71.61,65090,74670,92560,118980,148950
188,17-2121,Marine Engineers and Naval Architects,detailed,11350,6.4,47.58,98970.0,1.5,31.3,35.9,44.5,57.2,71.61,65090,74670,92560,118980,148950
189,17-2130,Materials Engineers,broad,26930,2.7,46.6,96930.0,0.7,27.46,34.6,44.42,57.39,71.21,57110,71960,92390,119360,148110
190,17-2131,Materials Engineers,detailed,26930,2.7,46.6,96930.0,0.7,27.46,34.6,44.42,57.39,71.21,57110,71960,92390,119360,148110
191,17-2140,Mechanical Engineers,broad,303440,1.4,44.62,92800.0,0.3,27.05,33.37,42,53.14,65.65,56270,69410,87370,110520,136550
192,17-2141,Mechanical Engineers,detailed,303440,1.4,44.62,92800.0,0.3,27.05,33.37,42,53.14,65.65,56270,69410,87370,110520,136550
193,17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",broad,5780,5.5,47.32,98420.0,2.0,26.23,33.79,44.35,58.67,72.61,54550,70290,92250,122020,151030
194,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,5780,5.5,47.32,98420.0,2.0,26.23,33.79,44.35,58.67,72.61,54550,70290,92250,122020,151030
195,17-2160,Nuclear Engineers,broad,15980,4.3,53.26,110790.0,1.3,32.96,41.27,51.73,62.02,78.06,68560,85840,107600,129000,162360
196,17-2161,Nuclear Engineers,detailed,15980,4.3,53.26,110790.0,1.3,32.96,41.27,51.73,62.02,78.06,68560,85840,107600,129000,162360
197,17-2170,Petroleum Engineers,broad,32510,4.1,75.18,156370.0,2.3,35.71,49.81,65.95,92.2,#,74270,103610,137170,191780,#
198,17-2171,Petroleum Engineers,detailed,32510,4.1,75.18,156370.0,2.3,35.71,49.81,65.95,92.2,#,74270,103610,137170,191780,#
199,17-2190,Miscellaneous Engineers,broad,142030,1.5,47.8,99410.0,0.8,24.4,33.6,46.62,60.67,74.83,50750,69890,96980,126200,155650
200,17-2199,"Engineers, All Other",detailed,142030,1.5,47.8,99410.0,0.8,24.4,33.6,46.62,60.67,74.83,50750,69890,96980,126200,155650
201,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,675960,0.6,28.56,59410.0,0.2,16.53,20.93,27.32,34.76,42.98,34380,43530,56820,72290,89410
202,17-3010,Drafters,broad,193260,1.0,27.97,58180.0,0.4,16.91,21.08,26.71,33.31,40.93,35170,43850,55550,69280,85140
203,17-3011,Architectural and Civil Drafters,detailed,97610,1.6,27.26,56700.0,0.4,16.84,20.99,26.4,32.27,38.88,35020,43660,54920,67120,80880
204,17-3012,Electrical and Electronics Drafters,detailed,24900,3.0,30.96,64400.0,1.1,17.63,22.27,28.88,37.59,47.71,36660,46330,60070,78200,99240
205,17-3013,Mechanical Drafters,detailed,56170,1.6,28.37,59010.0,0.7,17.17,21.26,26.89,33.75,42.44,35720,44230,55920,70190,88280
206,17-3019,"Drafters, All Other",detailed,14580,3.3,26.08,54240.0,0.8,15.87,19.38,24.93,30.64,38.45,33000,40310,51850,63740,79980
207,17-3020,"Engineering Technicians, Except Drafters",broad,430400,0.8,29.51,61380.0,0.3,16.98,21.65,28.37,35.91,44.34,35320,45030,59010,74690,92220
208,17-3021,Aerospace Engineering and Operations Technicians,detailed,10110,5.5,33.16,68970.0,1.5,20.49,25.57,32.22,38.96,48.23,42610,53180,67010,81030,100310
209,17-3022,Civil Engineering Technicians,detailed,71150,1.4,26.29,54670.0,0.5,16.01,19.31,25.28,31.43,38.27,33290,40160,52580,65370,79600
210,17-3023,Electrical and Electronics Engineering Technicians,detailed,126950,1.6,31.27,65050.0,0.4,18.32,23.86,30.93,37.34,45.74,38110,49630,64330,77660,95140
211,17-3024,Electro-Mechanical Technicians,detailed,13520,4.2,28.96,60240.0,1.0,17.83,21.98,27.78,34.89,42.72,37090,45720,57790,72560,88860
212,17-3025,Environmental Engineering Technicians,detailed,17310,3.9,26.34,54800.0,1.1,15.57,18.52,24.31,31.47,39.81,32380,38510,50560,65460,82800
213,17-3026,Industrial Engineering Technicians,detailed,66540,2.6,28.3,58860.0,0.9,16.79,21.01,26.66,33.84,42.47,34920,43690,55460,70380,88340
214,17-3027,Mechanical Engineering Technicians,detailed,41460,2.0,28.0,58240.0,0.6,16.78,21.06,27.04,33.96,41.07,34900,43800,56250,70630,85430
215,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,83360,1.5,31.6,65720.0,0.5,17.36,22.84,30.38,38.79,47.46,36120,47500,63200,80670,98720
216,17-3030,Surveying and Mapping Technicians,broad,52300,2.1,22.93,47690.0,0.6,13.15,16.49,21.34,28,35.63,27360,34300,44380,58250,74110
217,17-3031,Surveying and Mapping Technicians,detailed,52300,2.1,22.93,47690.0,0.6,13.15,16.49,21.34,28,35.63,27360,34300,44380,58250,74110
218,19-0000,"Life, Physical, and Social Science Occupations",major,1171910,0.7,36.62,76160.0,0.4,16.85,22.74,31.77,45.77,61.22,35050,47310,66070,95210,127340
219,19-1000,Life Scientists,minor,304750,1.5,41.56,86450.0,0.9,20.91,26.73,36.47,50.35,67.55,43490,55590,75850,104730,140500
220,19-1010,Agricultural and Food Scientists,broad,30880,3.6,34.24,71230.0,1.0,18.62,23.67,30.78,41.27,56.13,38740,49240,64020,85830,116740
221,19-1011,Animal Scientists,detailed,2530,6.2,32.54,67690.0,2.7,17.44,21.8,28.07,37.61,54.53,36270,45350,58380,78230,113430
222,19-1012,Food Scientists and Technologists,detailed,13330,5.9,34.89,72570.0,1.3,19,24.35,31.39,42.86,57.04,39510,50660,65300,89150,118630
223,19-1013,Soil and Plant Scientists,detailed,15010,4.7,33.96,70630.0,1.5,18.54,23.52,30.74,40.42,55.48,38570,48910,63950,84060,115400
224,19-1020,Biological Scientists,broad,109040,2.2,41.54,86390.0,1.6,21.2,27.27,37.29,49.78,67.42,44100,56730,77550,103540,140240
225,19-1021,Biochemists and Biophysicists,detailed,28500,4.9,50.93,105940.0,4.4,23.67,30.88,44.85,62.48,85.42,49230,64230,93280,129950,177680
226,19-1022,Microbiologists,detailed,20030,6.7,39.02,81150.0,2.6,20.11,24.88,34.45,50.91,64.21,41820,51740,71650,105890,133550
227,19-1023,Zoologists and Wildlife Biologists,detailed,17860,2.3,32.58,67760.0,0.6,19.37,24.26,30.49,38.01,49.44,40290,50460,63420,79070,102830
228,19-1029,"Biological Scientists, All Other",detailed,42640,2.6,40.19,83600.0,1.3,21.65,28.97,38.27,47.13,60.76,45030,60250,79590,98040,126390
229,19-1030,Conservation Scientists and Foresters,broad,30600,1.4,31.12,64720.0,0.6,17.64,22.88,29.49,37.62,45.86,36690,47590,61340,78260,95390
230,19-1031,Conservation Scientists,detailed,22200,1.7,31.4,65320.0,0.7,16.35,22.22,29.48,38.27,47.33,34020,46210,61310,79600,98450
231,19-1032,Foresters,detailed,8410,2.2,30.36,63150.0,0.5,19.88,24.23,29.53,35.36,41.77,41350,50400,61410,73550,86870
232,19-1040,Medical Scientists,broad,127380,2.7,45.8,95270.0,1.2,22.4,28.47,40.16,56.04,74.62,46590,59210,83530,116560,155210
233,19-1041,Epidemiologists,detailed,7060,1.9,36.39,75690.0,1.0,20.31,26.41,33.49,43.25,54.13,42240,54930,69660,89950,112600
234,19-1042,"Medical Scientists, Except Epidemiologists",detailed,120320,2.9,46.36,96420.0,1.3,22.51,28.64,40.77,56.75,75.47,46810,59580,84810,118040,156980
235,19-1090,Miscellaneous Life Scientists,broad,6850,5.1,42.86,89150.0,3.3,20.86,27.17,37.59,52.43,72.08,43390,56500,78190,109060,149930
236,19-1099,"Life Scientists, All Other",detailed,6850,5.1,42.86,89150.0,3.3,20.86,27.17,37.59,52.43,72.08,43390,56500,78190,109060,149930
237,19-2000,Physical Scientists,minor,254790,1.2,43.49,90470.0,0.8,21.63,28.14,38.89,54.35,71.62,44990,58540,80890,113040,148960
238,19-2010,Astronomers and Physicists,broad,19770,4.4,59.48,123730.0,1.5,28.38,40.12,57.49,75.69,91.63,59030,83440,119580,157440,190580
239,19-2011,Astronomers,detailed,2160,11.4,53.41,111090.0,2.3,27.64,35.72,50.81,71.02,79.7,57490,74300,105680,147710,165770
240,19-2012,Physicists,detailed,17620,4.8,60.23,125280.0,1.6,28.51,40.91,58.15,76.13,92.92,59300,85090,120950,158350,193280
241,19-2020,Atmospheric and Space Scientists,broad,9310,3.9,45.95,95580.0,1.2,24.06,33.36,45.25,55.81,68.51,50040,69380,94110,116090,142500
242,19-2021,Atmospheric and Space Scientists,detailed,9310,3.9,45.95,95580.0,1.2,24.06,33.36,45.25,55.81,68.51,50040,69380,94110,116090,142500
243,19-2030,Chemists and Materials Scientists,broad,92300,2.3,41.06,85400.0,0.9,21.31,27.45,37.66,51.16,65.66,44320,57090,78330,106400,136580
244,19-2031,Chemists,detailed,84560,2.5,40.31,83850.0,1.0,21.12,27.06,36.97,49.91,64.03,43920,56290,76890,103820,133180
245,19-2032,Materials Scientists,detailed,7730,5.2,49.25,102450.0,1.6,25.27,33.85,47.98,62.24,76.91,52560,70400,99800,129470,159970
246,19-2040,Environmental Scientists and Geoscientists,broad,116020,1.3,41.1,85480.0,0.8,21.01,26.92,36.34,49.28,66.05,43710,55990,75580,102510,137390
247,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,80480,1.3,37.3,77580.0,0.8,20.44,25.76,34.2,45.47,59.91,42520,53580,71130,94590,124620
248,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,29260,3.4,51.83,107800.0,1.7,23.76,30.96,43.81,61.82,90.38,49430,64390,91130,128580,187990
249,19-2043,Hydrologists,detailed,6290,3.4,39.81,82790.0,1.1,23.47,29.46,38.16,48.12,59.08,48820,61280,79370,100090,122890
250,19-2090,Miscellaneous Physical Scientists,broad,17380,2.6,52.93,110090.0,1.4,24.87,36.46,51.55,65.83,78.95,51730,75830,107230,136930,164210
251,19-2099,"Physical Scientists, All Other",detailed,17380,2.6,52.93,110090.0,1.4,24.87,36.46,51.55,65.83,78.95,51730,75830,107230,136930,164210
252,19-3000,Social Scientists and Related Workers,minor,247290,1.0,41.3,85900.0,0.5,21.22,28.3,37.81,49.73,62.86,44140,58870,78650,103440,130750
253,19-3010,Economists,broad,18650,3.5,55.78,116020.0,1.7,27.95,37.15,50.16,68.16,87.77,58130,77270,104340,141780,182560
254,19-3011,Economists,detailed,18650,3.5,55.78,116020.0,1.7,27.95,37.15,50.16,68.16,87.77,58130,77270,104340,141780,182560
255,19-3020,Survey Researchers,broad,11690,5.5,30.4,63240.0,2.2,14.24,19.81,27.74,37.67,49.71,29620,41200,57700,78360,103400
256,19-3022,Survey Researchers,detailed,11690,5.5,30.4,63240.0,2.2,14.24,19.81,27.74,37.67,49.71,29620,41200,57700,78360,103400
257,19-3030,Psychologists,broad,124750,1.4,41.63,86600.0,0.9,21.06,28.21,37.99,49.83,62.14,43800,58680,79010,103650,129250
258,19-3031,"Clinical, Counseling, and School Psychologists",detailed,110490,1.4,41.03,85340.0,1.0,21.18,27.99,37.01,48.44,62.17,44040,58220,76990,100760,129310
259,19-3032,Industrial-Organizational Psychologists,detailed,780,11.6,52.42,109030.0,5.8,24.69,29.78,46.76,66.43,92.38,51350,61950,97260,138180,192150
260,19-3039,"Psychologists, All Other",detailed,13480,4.6,45.97,95610.0,2.3,19.82,34.87,48.45,54.54,61.31,41220,72540,100770,113440,127510
261,19-3040,Sociologists,broad,2710,6.2,43.41,90290.0,2.1,22.2,30.58,39.45,53.21,67.52,46170,63610,82050,110680,140430
262,19-3041,Sociologists,detailed,2710,6.2,43.41,90290.0,2.1,22.2,30.58,39.45,53.21,67.52,46170,63610,82050,110680,140430
263,19-3050,Urban and Regional Planners,broad,37840,1.6,36.65,76240.0,0.5,21.72,27.39,35.12,44.32,54.89,45180,56970,73050,92180,114170
264,19-3051,Urban and Regional Planners,detailed,37840,1.6,36.65,76240.0,0.5,21.72,27.39,35.12,44.32,54.89,45180,56970,73050,92180,114170
265,19-3090,Miscellaneous Social Scientists and Related Workers,broad,51640,2.2,41.02,85320.0,1.8,22.21,29.44,38.68,50.58,62.59,46200,61230,80450,105200,130180
266,19-3091,Anthropologists and Archeologists,detailed,6020,4.3,31.4,65310.0,1.1,17.71,23.09,30.01,38.57,46.72,36840,48020,62410,80230,97170
267,19-3092,Geographers,detailed,1390,3.1,38.72,80530.0,1.1,24.38,30.42,38.6,46.62,52.84,50720,63270,80300,96980,109900
268,19-3093,Historians,detailed,3040,4.8,31.91,66380.0,2.4,14.07,19.55,29.4,41.2,53.2,29270,40670,61140,85700,110670
269,19-3094,Political Scientists,detailed,5660,6.6,55.43,115300.0,3.1,28.51,41.45,56.52,71.61,78.94,59300,86220,117570,148950,164200
270,19-3099,"Social Scientists and Related Workers, All Other",detailed,35530,2.9,41.22,85750.0,1.0,24.33,30.81,39.11,49.94,60.6,50610,64090,81340,103880,126060
271,19-4000,"Life, Physical, and Social Science Technicians",minor,365080,1.1,24.52,50990.0,0.4,13.86,17.1,22.47,29.44,38.12,28820,35580,46740,61230,79280
272,19-4010,Agricultural and Food Science Technicians,broad,21290,2.7,21.24,44170.0,1.3,12.97,15.89,19.65,24.6,30.78,26980,33050,40860,51170,64020
273,19-4011,Agricultural and Food Science Technicians,detailed,21290,2.7,21.24,44170.0,1.3,12.97,15.89,19.65,24.6,30.78,26980,33050,40860,51170,64020
274,19-4020,Biological Technicians,broad,77450,2.8,23.1,48060.0,0.6,14.1,16.92,21.39,27.6,34.35,29330,35190,44500,57400,71440
275,19-4021,Biological Technicians,detailed,77450,2.8,23.1,48060.0,0.6,14.1,16.92,21.39,27.6,34.35,29330,35190,44500,57400,71440
276,19-4030,Chemical Technicians,broad,65500,1.9,24.84,51670.0,0.6,14.39,17.74,23.15,30.22,38.03,29920,36900,48160,62860,79100
277,19-4031,Chemical Technicians,detailed,65500,1.9,24.84,51670.0,0.6,14.39,17.74,23.15,30.22,38.03,29920,36900,48160,62860,79100
278,19-4040,Geological and Petroleum Technicians,broad,15060,4.4,30.23,62890.0,2.6,13.47,17.78,25.62,37.6,51.98,28020,36990,53300,78220,108110
279,19-4041,Geological and Petroleum Technicians,detailed,15060,4.4,30.23,62890.0,2.6,13.47,17.78,25.62,37.6,51.98,28020,36990,53300,78220,108110
280,19-4050,Nuclear Technicians,broad,7230,6.7,38.45,79970.0,1.8,23.95,29.37,38.05,46.69,55.13,49820,61090,79140,97120,114670
281,19-4051,Nuclear Technicians,detailed,7230,6.7,38.45,79970.0,1.8,23.95,29.37,38.05,46.69,55.13,49820,61090,79140,97120,114670
282,19-4060,Social Science Research Assistants,broad,34550,5.7,24.24,50420.0,1.6,12.2,17.04,22.42,29.25,37.73,25370,35450,46640,60830,78470
283,19-4061,Social Science Research Assistants,detailed,34550,5.7,24.24,50420.0,1.6,12.2,17.04,22.42,29.25,37.73,25370,35450,46640,60830,78470
284,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,144010,1.1,24.38,50720.0,0.4,13.86,16.87,22.54,29.37,37.98,28830,35090,46870,61080,79000
285,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,32600,2.5,24.21,50350.0,0.9,13.72,17.03,22.2,29.44,38.53,28530,35420,46170,61240,80130
286,19-4092,Forensic Science Technicians,detailed,15970,1.7,30.05,62490.0,0.8,16.63,21.32,27.99,36.75,46.73,34600,44340,58230,76440,97200
287,19-4093,Forest and Conservation Technicians,detailed,30220,0.8,19.28,40110.0,0.3,12.79,14.35,17.88,23.3,27.74,26600,29840,37180,48460,57700
288,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,65220,2.1,25.45,52940.0,0.7,14.34,18.24,23.88,30.45,38.64,29830,37940,49670,63340,80370
289,21-0000,Community and Social Service Occupations,major,2171820,0.4,23.69,49280.0,0.3,12.75,16.3,21.62,29.04,37.86,26520,33910,44960,60390,78740
290,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,2090700,0.4,23.69,49270.0,0.5,12.82,16.34,21.62,29.01,37.8,26670,33990,44960,60350,78620
291,21-1010,Counselors,broad,735100,0.6,24.96,51920.0,0.4,13.41,17.24,22.98,30.23,39.12,27890,35860,47790,62880,81380
292,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,285460,0.9,28.93,60160.0,0.6,16.16,20.77,27.07,35.45,45.52,33610,43210,56310,73740,94690
293,21-1013,Marriage and Family Therapists,detailed,48520,3.7,26.03,54150.0,1.2,15.31,18.35,24.08,30.43,39.54,31850,38170,50090,63300,82240
294,21-1015,Rehabilitation Counselors,detailed,106860,1.8,19.2,39930.0,0.8,11.05,13.22,17.13,23.28,30.68,22990,27490,35630,48420,63820
295,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,267730,1.1,23.04,47920.0,0.5,13.58,16.8,21.46,27.68,35.09,28240,34950,44630,57580,72990
296,21-1019,"Counselors, All Other",detailed,26530,3.2,22.95,47740.0,1.5,12.55,15.62,20.26,28.53,37.17,26100,32490,42130,59340,77310
297,21-1020,Social Workers,broad,662550,0.6,25.51,53060.0,0.6,14.78,18.05,23.79,30.73,39.14,30750,37550,49470,63910,81400
298,21-1021,"Child, Family, and School Social Workers",detailed,320170,0.8,23.92,49760.0,1.0,14.21,17.37,22.24,28.56,36.9,29550,36140,46270,59400,76750
299,21-1022,Healthcare Social Workers,detailed,168190,1.5,28.11,58470.0,0.7,16.45,20.93,27.02,33.79,40.81,34210,43530,56200,70280,84870
300,21-1023,Mental Health and Substance Abuse Social Workers,detailed,116750,1.6,23.86,49630.0,0.8,13.61,16.64,21.56,28.99,37.94,28310,34600,44840,60300,78910
301,21-1029,"Social Workers, All Other",detailed,57440,1.3,30.12,62660.0,0.7,16.98,21.82,30.35,37.83,43.5,35310,45380,63140,78680,90490
302,21-1090,Miscellaneous Community and Social Service Specialists,broad,693040,0.8,20.59,42820.0,0.6,11.55,14.3,18.35,24.34,32.8,24030,29750,38160,50620,68220
303,21-1091,Health Educators,detailed,58780,1.6,28.68,59660.0,0.6,15.4,19.13,26.07,35.9,47.37,32030,39800,54220,74660,98530
304,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,87660,0.7,28.27,58790.0,0.9,16.65,20.17,25.49,34.25,45.56,34630,41950,53020,71240,94770
305,21-1093,Social and Human Service Assistants,detailed,392300,1.2,17.22,35830.0,0.4,10.78,12.96,16.22,20.22,25.2,22430,26960,33750,42050,52420
306,21-1094,Community Health Workers,detailed,56130,1.9,20.9,43480.0,0.7,12.53,15.52,19.01,24.83,31.68,26070,32280,39540,51650,65890
307,21-1099,"Community and Social Service Specialists, All Other",detailed,98170,1.4,22.14,46050.0,0.9,12.4,15.88,20.49,26.82,34.72,25780,33040,42620,55790,72210
308,21-2000,Religious Workers,minor,81120,1.5,23.94,49790.0,0.9,10.94,14.99,21.62,29.55,39.52,22760,31180,44980,61470,82190
309,21-2010,Clergy,broad,50960,1.7,25.62,53290.0,0.9,12.58,17.06,23.55,30.74,40.88,26160,35480,48990,63930,85040
310,21-2011,Clergy,detailed,50960,1.7,25.62,53290.0,0.9,12.58,17.06,23.55,30.74,40.88,26160,35480,48990,63930,85040
311,21-2020,"Directors, Religious Activities and Education",broad,21700,3.2,22.59,46980.0,1.6,10.41,13.41,19.62,28.41,39.48,21650,27890,40810,59090,82110
312,21-2021,"Directors, Religious Activities and Education",detailed,21700,3.2,22.59,46980.0,1.6,10.41,13.41,19.62,28.41,39.48,21650,27890,40810,59090,82110
313,21-2090,Miscellaneous Religious Workers,broad,8460,5.4,17.24,35860.0,3.7,9.33,10.87,14.33,19.56,28.04,19400,22620,29820,40680,58320
314,21-2099,"Religious Workers, All Other",detailed,8460,5.4,17.24,35860.0,3.7,9.33,10.87,14.33,19.56,28.04,19400,22620,29820,40680,58320
315,23-0000,Legal Occupations,major,1127900,0.4,52.25,108690.0,0.6,18.04,25.47,38.85,68.12,#,37510,52970,80810,141700,#
316,23-1000,"Lawyers, Judges, and Related Workers",minor,708140,0.6,67.23,139850.0,0.6,26.55,36.72,56.68,84.1,#,55220,76370,117900,174920,#
317,23-1010,Lawyers and Judicial Law Clerks,broad,659090,0.6,68.33,142130.0,0.7,27.14,37.12,57,86.4,#,56460,77200,118560,179720,#
318,23-1011,Lawyers,detailed,642750,0.6,69.34,144230.0,0.7,27.99,38.06,58.13,87.74,#,58220,79160,120910,182490,#
319,23-1012,Judicial Law Clerks,detailed,16350,1.8,28.63,59540.0,2.3,16.29,20.07,25.74,34.04,45.93,33890,41740,53540,70800,95530
320,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,49040,0.7,52.49,109170.0,0.8,18.55,29.82,52.05,73.57,85.47,38590,62020,108260,153020,177770
321,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,14280,0.5,48.66,101210.0,0.5,21.69,32.4,48,64.35,81.56,45120,67400,99850,133850,169640
322,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,6240,5.0,34.98,72760.0,2.3,17.59,21.82,29.94,43.96,59.85,36590,45380,62270,91430,124480
323,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,28520,0.5,58.23,121130.0,0.6,16.72,34.34,64.39,78.39,92.95,34790,71430,133920,163050,193330
324,23-2000,Legal Support Workers,minor,419770,0.9,26.98,56130.0,0.4,14.94,18.71,24.72,31.93,42.58,31080,38920,51410,66420,88570
